Timestamp,Price
1671091319356,1287.9919256837775
1671094913161,1286.4744330688593
1671098414082,1287.308872729154
1671102105758,1287.9398373870677
1671105714950,1291.6617223218193
1671109300545,1286.5691726254104
1671112907049,1273.8646587895407
1671116635874,1268.9331573155769
1671120073324,1269.5011666605997
1671123726651,1269.9731469606909
1671127319444,1269.777593889284
1671130875578,1270.076776318476
1671134521047,1275.3085295478697
1671138013437,1274.0155639143347
1671141650970,1266.0306566272216
1671145375012,1262.6523156559706
1671148908104,1264.7185220307224
1671152466474,1272.4370101643856
1671156013124,1270.0397777929504
1671159705468,1270.778635024811
1671163355108,1272.2009714287528
1671166864481,1270.2892291874773
1671170448052,1270.773265885056
1671174003029,1270.9424235574752
1671177708245,1276.7387813573478
1671181206390,1255.693632440825
1671184906822,1213.5952573453937
1671188437975,1210.1698630362444
1671192065666,1213.466002043334
1671195766888,1213.1830551478652
1671199328013,1208.276049374951
1671202914501,1215.5065411537366
1671206516578,1205.526669300187
1671210117422,1187.8450808719099
1671213647222,1193.4751755917441
1671217200919,1196.252392127285
1671220928774,1202.5728173289324
1671224520662,1205.9437341178957
1671228119903,1195.892098764483
1671231719300,1181.9853751507364
1671235304981,1168.3884138173034
1671238815545,1174.4840615603814
1671242620615,1171.7983620620025
1671246297908,1173.6913244858156
1671249737589,1176.3106518691354
1671253511472,1179.8883645882668
1671256838042,1177.4079752672644
1671260561146,1180.889077021197
1671264034238,1182.6293187880417
1671267786536,1181.1067550123798
1671271351842,1177.4496562183708
1671275087544,1184.8164059263834
1671278467356,1181.1160918280118
1671282082257,1179.6718498828072
1671285891007,1178.7981367668563
1671289393288,1178.0879281081009
1671292848087,1181.8472663623338
1671296723767,1179.4575569846909
1671300239626,1174.8869019741785
1671303896339,1178.2593632573582
1671307246780,1176.83438549374
1671310917933,1177.8851983858951
1671314652900,1179.1635520653758
1671318289775,1183.7599726889966
1671321860977,1187.2727809512648
1671325279981,1185.6400873403593
1671328866406,1183.2247331052693
1671332476118,1186.4575665493408
1671336051038,1186.7746938991693
1671339695275,1191.8643048994352
1671343308086,1188.1592655799495
1671346827843,1185.9581858311874
1671350423605,1187.4901847087333
1671354013222,1187.9004942468998
1671357705346,1180.27405046196
1671361307957,1181.3538978100203
1671364822700,1182.7859186522462
1671368564187,1183.4017052383892
1671372164398,1179.7161965583766
1671375705341,1177.074461483433
1671379202598,1176.0381031322906
1671382914384,1178.739412336368
1671386508791,1179.5385257884545
1671390144906,1177.96386102052
1671393684821,1183.3123657672809
1671397234852,1185.4732439395766
1671400929881,1183.4024256828138
1671404496872,1190.2539627261935
1671408089265,1183.06208665165
1671411676812,1190.8298885451975
1671415206301,1191.4754905076622
1671418938053,1184.6138002266966
1671422552118,1179.2775657338789
1671426068566,1183.757876752389
1671429779847,1179.4807196846232
1671433301491,1183.235769849912
1671436965582,1179.9006500469957
1671440533223,1184.552506681032
1671444109153,1185.3836942573416
1671447669664,1186.9567076771432
1671451241006,1184.2014823424795
1671454884706,1187.9260727383103
1671458491069,1184.5450679994797
1671462061618,1182.868227018344
1671465606048,1182.9728603042727
1671469267808,1175.997233685185
1671472909314,1172.9515446750677
1671476509651,1169.0447301262193
1671480096756,1170.8337290702889
1671483621602,1176.3011823662712
1671487265909,1176.2920520281305
1671490858831,1161.8817233822213
1671494517902,1168.7022149270513
1671498048827,1173.1792606190963
1671501655270,1187.527941650674
1671505229443,1196.1206702040713
1671508868360,1192.299303358462
1671512403106,1209.8912254574425
1671516031874,1209.4069959119076
1671519676539,1213.3264396831362
1671523298512,1208.685840578701
1671526847695,1210.844549991074
1671530438756,1209.1304405492676
1671534073673,1208.7677648739345
1671537663679,1213.1819711129378
1671541293962,1214.6070816287363
1671544840196,1211.540234549542
1671548464322,1218.6190393880374
1671552056845,1219.4333367258498
1671555613325,1213.8457068023788
1671559270451,1211.959974644434
1671562861485,1215.8692449153575
1671566515508,1216.9141254235562
1671570059909,1212.1638078412561
1671573687961,1216.2002872896066
1671577261667,1216.9712883145846
1671580905551,1218.6206878905346
1671584431779,1209.3652196942742
1671588016246,1212.8628507659487
1671591627459,1211.4691653976056
1671595312389,1211.362518757394
1671598885499,1207.968830475182
1671602465611,1211.3697912904324
1671606031849,1212.5270220875432
1671609717609,1212.0160153011827
1671613202562,1214.0342705221606
1671616902588,1216.0105011472745
1671620443038,1217.2119954988132
1671624067501,1217.0603020458614
1671627639626,1214.7174614052433
1671631314190,1214.666965852105
1671634839430,1213.1934536645556
1671638509963,1216.5123415913745
1671642026029,1212.9437589861138
1671645716668,1211.3672629639318
1671649243451,1211.307603140883
1671652910363,1208.5548364367776
1671656492962,1210.6009924660113
1671660109437,1211.955439745048
1671663713244,1210.8103707840874
1671667267399,1213.3431612255224
1671670813251,1218.368344764107
1671674450550,1213.9818516941393
1671678043720,1215.19653652319
1671681641414,1215.6963168569712
1671685328323,1214.2400621825432
1671685379403,1214.2400621825432
1671688812887,1211.967463952965
1671692497547,1211.8842831447437
1671696049072,1212.8681797131758
1671699711482,1215.9806886578942
1671703309635,1218.8975581033621
1671706847647,1217.5193785721556
1671710424250,1218.6724908531437
1671714022940,1216.3152282175768
1671717663430,1209.8297911854052
1671721219777,1194.7416734471858
1671724814745,1187.9792780716036
1671728432203,1190.0086826008608
1671732065329,1188.5805118548922
