Id,Timestamp,Open,High,Low,Close,Price
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671595200,1210.1520852488366,1210.1528657789822,1209.9296908362644,1209.9365110518004,1209.9365110518004
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671598800,1209.9365110518004,1209.9365110518004,1208.226579429992,1208.2693031701824,1208.2693031701824
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671602400,1208.2693031701824,1209.14001956772,1208.2693031701824,1209.14001956772,1209.14001956772
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671606000,1209.14001956772,1209.9126387456831,1209.14001956772,1209.9126387456831,1209.9126387456831
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671609600,1209.9126387456831,1214.9706155912013,1209.7244328526597,1214.9706155912013,1214.9706155912013
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671613200,1214.9706155912013,1214.9706155912013,1214.9645552781467,1214.9645552781467,1214.9645552781467
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671616800,1214.9645552781467,1214.9658028597207,1214.9645552781467,1214.9658028597207,1214.9658028597207
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671620400,1214.9658028597207,1214.9760180699675,1214.9658028597207,1214.9749852383588,1214.9749852383588
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671624000,1214.9749852383588,1214.9752928607988,1214.9728998214307,1214.9728998214307,1214.9728998214307
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671627600,1214.9728998214307,1214.9728998214307,1213.976930792377,1213.9769867346204,1213.9769867346204
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671631200,1213.9769867346204,1218.7652484026692,1211.2938816449346,1211.2938816449346,1211.2938816449346
0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,1671634800,1211.2938816449346,1212.8366392328696,1211.2938816449346,1212.8366392328696,1212.8366392328696
